,Trigger document,Earmarked Funds,Document item,Business Transaction,Consptn in Doc.Crncy,Currency,Revaluation rate,Consumption in LC,Local Currency,Delete Date,Document Date,Reduction text,Purchasing Document,Reference document,Reference procedure,Reference line item,Item,Line item,Seq. No. of Account Assgt,GL
160,4501597693 00003,,1.0,Purchase Order,84.64,CAD,,84.64,CAD,2017-08-17,2017-07-24,Freight,4501597693.0,4501597693.0,PORD,3.0,3.0,,,2201.0
161,4501590152 00002,,1.0,Purchase Order,35,CAD,,35,CAD,2017-07-24,2017-07-06,Freight,4501590152.0,4501590152.0,PORD,2.0,2.0,,,2201.0
163,4501592062 00001,,1.0,Purchase Order,61.47,CAD,,61.47,CAD,2017-07-12,2017-07-11,Freight Charges,4501592062.0,4501592062.0,PORD,1.0,1.0,,,2201.0
164,4501590568 00002,,1.0,Purchase Order,45.48,CAD,,45.48,CAD,2017-07-28,2017-07-07,freight,4501590568.0,4501590568.0,PORD,2.0,2.0,,,2201.0
165,4501589104 00002,,1.0,Purchase Order,30,CAD,,30,CAD,2017-07-28,2017-07-05,Freight,4501589104.0,4501589104.0,PORD,2.0,2.0,,,2201.0
166,4501582651 00002,,1.0,Purchase Order,50,CAD,,50,CAD,2017-06-29,2017-06-20,estimated shipping costs,4501582651.0,4501582651.0,PORD,2.0,2.0,,,2201.0
167,4501582012 00002,,1.0,Purchase Order,90,CAD,,90,CAD,2017-07-24,2017-06-19,Freight,4501582012.0,4501582012.0,PORD,2.0,2.0,,,2201.0
168,4501580597 00002,,1.0,Purchase Order,60,CAD,,60,CAD,2017-06-26,2017-06-15,Freight,4501580597.0,4501580597.0,PORD,2.0,2.0,,,2201.0
169,4501578992 00002,,1.0,Purchase Order,22,CAD,,22,CAD,2017-06-27,2017-06-13,Freight,4501578992.0,4501578992.0,PORD,2.0,2.0,,,2201.0
170,4501578704 00002,,1.0,Purchase Order,36.54,CAD,,36.54,CAD,2017-06-27,2017-06-12,Freight,4501578704.0,4501578704.0,PORD,2.0,2.0,,,2201.0
171,4501575734 00001,,1.0,Purchase Order,20.49,CAD,,20.49,CAD,2017-06-12,2017-06-06,Freight Charges,4501575734.0,4501575734.0,PORD,1.0,1.0,,,2201.0
172,4501574545 00002,,1.0,Purchase Order,65,CAD,,65,CAD,2017-06-28,2017-06-05,Freight,4501574545.0,4501574545.0,PORD,2.0,2.0,,,2201.0
173,4501574424 00002,,1.0,Purchase Order,22,CAD,,22,CAD,2017-09-13,2017-06-05,Freight,4501574424.0,4501574424.0,PORD,2.0,2.0,,,2201.0
174,4501573162 00003,,1.0,Purchase Order,0,CAD,,0,CAD,2017-07-24,2017-06-01,Freight,4501573162.0,4501573162.0,PORD,3.0,3.0,,,2201.0
175,4501572637 00002,,1.0,Purchase Order,291.62,CAD,,291.62,CAD,2017-06-13,2017-05-31,Freight,4501572637.0,4501572637.0,PORD,2.0,2.0,,,2201.0
176,4501571471 00002,,1.0,Purchase Order,10,CAD,,10,CAD,2017-06-07,2017-05-30,Freight,4501571471.0,4501571471.0,PORD,2.0,2.0,,,2201.0
177,4501570392 00002,,1.0,Purchase Order,75,CAD,,75,CAD,2017-06-19,2017-05-29,Freight,4501570392.0,4501570392.0,PORD,2.0,2.0,,,2201.0
178,4501567470 00002,,1.0,Purchase Order,24.49,CAD,,24.49,CAD,2017-05-30,2017-05-23,Freight,4501567470.0,4501567470.0,PORD,2.0,2.0,,,2201.0
179,4501569505 00011,,1.0,Purchase Order,200,CAD,,200,CAD,2017-05-26,2017-04-11,Freight,4501569505.0,4501569505.0,PORD,11.0,11.0,,,2201.0
180,4501564733 00002,,1.0,Purchase Order,33.64,CAD,,33.64,CAD,2017-05-26,2017-05-16,Freight For,4501564733.0,4501564733.0,PORD,2.0,2.0,,,2201.0
181,4501567955 00003,,1.0,Purchase Order,105,CAD,,105,CAD,2017-06-28,2017-05-24,Freight,4501567955.0,4501567955.0,PORD,3.0,3.0,,,2201.0
182,4501567918 00006,,1.0,Purchase Order,25,CAD,,25,CAD,2017-06-02,2017-05-24,Freight,4501567918.0,4501567918.0,PORD,6.0,6.0,,,2201.0
183,4501567858 00003,,1.0,Purchase Order,0,CAD,,0,CAD,2017-05-30,2017-05-24,Freight,4501567858.0,4501567858.0,PORD,3.0,3.0,,,2201.0
184,4501567845 00003,,1.0,Purchase Order,150,CAD,,150,CAD,2017-06-07,2017-05-24,Freight,4501567845.0,4501567845.0,PORD,3.0,3.0,,,2201.0
185,4501567496 00004,,1.0,Purchase Order,27,CAD,,27,CAD,2017-05-25,2017-05-23,Freight,4501567496.0,4501567496.0,PORD,4.0,4.0,,,2201.0
186,4501559482 00001,,1.0,Purchase Order,284.22,CAD,,284.22,CAD,2017-05-09,2017-05-09,Freight Charges,4501559482.0,4501559482.0,PORD,1.0,1.0,,,2201.0
187,4501559398 00004,,1.0,Purchase Order,41.69,CAD,,41.69,CAD,2017-06-29,2017-05-09,Freight,4501559398.0,4501559398.0,PORD,4.0,4.0,,,2201.0
188,4501557392 00003,,1.0,Purchase Order,88,CAD,,88,CAD,2017-06-02,2017-05-04,Freight Charges,4501557392.0,4501557392.0,PORD,3.0,3.0,,,2201.0
189,4501557182 00005,,1.0,Purchase Order,50,CAD,,50,CAD,2017-05-30,2017-05-04,Freight,4501557182.0,4501557182.0,PORD,5.0,5.0,,,2201.0
190,4501556893 00003,,1.0,Purchase Order,85,CAD,,85,CAD,2017-05-16,2017-04-19,Freight,4501556893.0,4501556893.0,PORD,3.0,3.0,,,2201.0
191,4501554764 00002,,1.0,Purchase Order,54.59,CAD,,54.59,CAD,2017-05-16,2017-05-02,Freight,4501554764.0,4501554764.0,PORD,2.0,2.0,,,2201.0
192,4501553860 00004,,1.0,Purchase Order,45,CAD,,45,CAD,2017-05-16,2017-05-01,Freight,4501553860.0,4501553860.0,PORD,4.0,4.0,,,2201.0
193,4501549480 00005,,1.0,Purchase Order,30,CAD,,30,CAD,2017-05-16,2017-04-24,Freight,4501549480.0,4501549480.0,PORD,5.0,5.0,,,2201.0
194,4501551321 00002,,1.0,Purchase Order,0,CAD,,0,CAD,2017-05-29,2017-04-26,Freight,4501551321.0,4501551321.0,PORD,2.0,2.0,,,2201.0
195,4501549157 00002,,1.0,Purchase Order,24.84,CAD,,24.84,CAD,2017-05-08,2017-04-21,Freight,4501549157.0,4501549157.0,PORD,2.0,2.0,,,2201.0
196,4501548507 00006,,1.0,Purchase Order,86,CAD,,86,CAD,2017-05-25,2017-04-20,Freight,4501548507.0,4501548507.0,PORD,6.0,6.0,,,2201.0
197,4501547678 00002,,1.0,Purchase Order,50,CAD,,50,CAD,2017-05-16,2017-04-19,Freight,4501547678.0,4501547678.0,PORD,2.0,2.0,,,2201.0
198,4501547454 00002,,1.0,Purchase Order,31.74,CAD,,31.74,CAD,2017-05-02,2017-04-19,Freight Charges,4501547454.0,4501547454.0,PORD,2.0,2.0,,,2201.0
199,4501546228 00002,,1.0,Purchase Order,75,CAD,,75,CAD,2017-06-28,2017-04-18,Freight / Cost of Shipping,4501546228.0,4501546228.0,PORD,2.0,2.0,,,2201.0
200,4501545838 00002,,1.0,Purchase Order,35,CAD,,35,CAD,2017-05-16,2017-04-13,Freight by Purolator,4501545838.0,4501545838.0,PORD,2.0,2.0,,,2201.0
201,4501545698 00002,,1.0,Purchase Order,30,CAD,,30,CAD,2017-05-08,2017-04-13,Freight by Fedex,4501545698.0,4501545698.0,PORD,2.0,2.0,,,2201.0
202,4501545435 00003,,1.0,Purchase Order,25,CAD,,25,CAD,2017-05-08,2017-04-12,Freight,4501545435.0,4501545435.0,PORD,3.0,3.0,,,2201.0
203,4501544358 00001,,1.0,Purchase Order,533.57,CAD,,533.57,CAD,2017-04-19,2017-04-11,Freight Charges,4501544358.0,4501544358.0,PORD,1.0,1.0,,,2201.0
204,4501544021 00002,,1.0,Purchase Order,24,CAD,,24,CAD,2017-05-08,2017-04-10,Freight,4501544021.0,4501544021.0,PORD,2.0,2.0,,,2201.0
205,4501543591 00002,,1.0,Purchase Order,50,CAD,,50,CAD,2017-05-16,2017-04-10,Freight,4501543591.0,4501543591.0,PORD,2.0,2.0,,,2201.0
206,4501543488 00002,,1.0,Purchase Order,20,CAD,,20,CAD,2017-05-08,2017-04-10,Freight,4501543488.0,4501543488.0,PORD,2.0,2.0,,,2201.0
212,0014260008 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-15,"Carb Cleaner, Brake Cleaner",14260008.0,14260008.0,PREQ,20.0,20.0,,,7208.0
213,0014252069 00030,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-09,Bulk Lubricants 8 Hangar,14252069.0,14252069.0,PREQ,30.0,30.0,,,7208.0
214,0014251533 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-15,2018-03-09,Spider Fiberglass,14251533.0,14251533.0,PREQ,20.0,20.0,,,7208.0
215,0014251533 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-15,2018-03-09,Voss Grip fil,14251533.0,14251533.0,PREQ,10.0,10.0,,,7208.0
216,0014239915 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-01,Paint/Brake Clean/Loctite,14239915.0,14239915.0,PREQ,10.0,10.0,,,7208.0
217,0014230217 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-02-23,Chemical Stock,14230217.0,14230217.0,PREQ,10.0,10.0,,,7208.0
218,0014219002 00030,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-02-16,"Paint, Loctite, De-icer",14219002.0,14219002.0,PREQ,30.0,30.0,,,7208.0
219,0014216909 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-21,2018-02-15,Brake Cleaner,14216909.0,14216909.0,PREQ,20.0,20.0,,,7208.0
220,0014182926 00030,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-01-26,Paints & Sprays,14182926.0,14182926.0,PREQ,30.0,30.0,,,7208.0
221,0014178732 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-06,2018-01-24,Brake Kleen,14178732.0,14178732.0,PREQ,10.0,10.0,,,7208.0
222,0014164737 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-21,2018-01-18,Paints,14164737.0,14164737.0,PREQ,20.0,20.0,,,7208.0
223,0014137999 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-10,2017-12-18,Loctite,14137999.0,14137999.0,PREQ,10.0,10.0,,,7208.0
224,0014105651 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-12,2017-11-27,Paints,14105651.0,14105651.0,PREQ,20.0,20.0,,,7208.0
225,0014069102 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-22,2017-11-01,Paints and Sprays,14069102.0,14069102.0,PREQ,10.0,10.0,,,7208.0
226,0014061898 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-16,2017-10-27,Paints/Chemicals,14061898.0,14061898.0,PREQ,10.0,10.0,,,7208.0
227,0014061897 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-07,2017-10-27,Paints/Chemicals,14061897.0,14061897.0,PREQ,20.0,20.0,,,7208.0
228,0014053791 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-28,2017-10-23,Paints/Chemicals,14053791.0,14053791.0,PREQ,20.0,20.0,,,7208.0
229,0014051131 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-28,2017-10-20,Paints/Chemicals,14051131.0,14051131.0,PREQ,20.0,20.0,,,7208.0
230,0014049528 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-07,2017-10-19,Loctite,14049528.0,14049528.0,PREQ,20.0,20.0,,,7208.0
231,0014016706 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-16,2017-09-29,Rubberized Undercoat,14016706.0,14016706.0,PREQ,20.0,20.0,,,7208.0
232,0014003962 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-27,2017-09-21,Paints/Chemicals,14003962.0,14003962.0,PREQ,10.0,10.0,,,7208.0
233,0013984059 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-10,2017-09-08,Paint & Chemical,13984059.0,13984059.0,PREQ,10.0,10.0,,,7208.0
234,0013935962 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-01,2017-07-31,Safe Tube,13935962.0,13935962.0,PREQ,20.0,20.0,,,7208.0
235,0013935962 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-01,2017-07-31,Rock N Roll Paste,13935962.0,13935962.0,PREQ,10.0,10.0,,,7208.0
236,0013922867 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-17,2017-07-20,8 Hanger Stock ( Paints & Chem ),13922867.0,13922867.0,PREQ,10.0,10.0,,,7208.0
237,0013921609 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-23,2017-07-19,spray paint cans,13921609.0,13921609.0,PREQ,10.0,10.0,,,7208.0
238,0013919419 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-27,2017-07-18,Painting Supplies,13919419.0,13919419.0,PREQ,10.0,10.0,,,7208.0
239,0013902107 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-06,2017-06-30,Rust Prevent DOM16Q,13902107.0,13902107.0,PREQ,10.0,10.0,,,7208.0
240,0013849257 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-27,2017-05-18,8 Hanger Paints & Oils,13849257.0,13849257.0,PREQ,20.0,20.0,,,7208.0
241,0013896258 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-22,2017-06-26,8 Hanger Stock (Paints),13896258.0,13896258.0,PREQ,10.0,10.0,,,7208.0
242,0013890676 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-13,2017-06-20,Paint & Chemical stock,13890676.0,13890676.0,PREQ,20.0,20.0,,,7208.0
243,0013875744 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-07-06,2017-06-08,Spray Paint,13875744.0,13875744.0,PREQ,10.0,10.0,,,7208.0
244,0013869740 00020,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-12,2017-06-05,Car Cleaning Supplies,13869740.0,13869740.0,PREQ,20.0,20.0,,,7208.0
245,0013830250 00010,,2.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-05,2017-05-09,Paints & Oils Stock,13830250.0,13830250.0,PREQ,10.0,10.0,,,7208.0
247,4501720306 00002,,2.0,Purchase Order,277.32,CAD,,277.32,CAD,2018-03-29,2018-03-15,"Carb Cleaner, Brake Cleaner",4501720306.0,4501720306.0,PORD,2.0,2.0,,,7208.0
248,4501717354 00003,,2.0,Purchase Order,214.08,CAD,,214.08,CAD,2018-03-29,2018-03-09,Bulk Lubricants 8 Hangar,4501717354.0,4501717354.0,PORD,3.0,3.0,,,7208.0
249,4501717499 00002,,2.0,Purchase Order,81.9,CAD,,81.9,CAD,2018-03-15,2018-03-09,Spider Fiberglass,4501717499.0,4501717499.0,PORD,2.0,2.0,,,7208.0
250,4501717499 00001,,2.0,Purchase Order,51.9,CAD,,51.9,CAD,2018-03-15,2018-03-09,Voss Grip fil,4501717499.0,4501717499.0,PORD,1.0,1.0,,,7208.0
251,4501711552 00001,,2.0,Purchase Order,743.46,CAD,,743.46,CAD,2018-03-28,2018-02-28,Paint/Brake Clean/Loctite,4501711552.0,4501711552.0,PORD,1.0,1.0,,,7208.0
252,4501707885 00001,,2.0,Purchase Order,374.02,CAD,,374.02,CAD,2018-03-29,2018-02-22,Chemical Stock,4501707885.0,4501707885.0,PORD,1.0,1.0,,,7208.0
253,4501703550 00003,,2.0,Purchase Order,270.4,CAD,,270.4,CAD,2018-03-16,2018-02-15,"Paint, Loctite, De-icer",4501703550.0,4501703550.0,PORD,3.0,3.0,,,7208.0
254,4501703546 00002,,2.0,Purchase Order,374.75,CAD,,374.75,CAD,2018-03-21,2018-02-15,Brake Cleaner,4501703546.0,4501703546.0,PORD,2.0,2.0,,,7208.0
255,4501690213 00003,,2.0,Purchase Order,351.89,CAD,,351.89,CAD,2018-03-14,2018-01-26,Paints & Sprays,4501690213.0,4501690213.0,PORD,3.0,3.0,,,7208.0
256,4501688689 00001,,2.0,Purchase Order,33.96,CAD,,33.96,CAD,2018-02-06,2018-01-24,Brake Kleen,4501688689.0,4501688689.0,PORD,1.0,1.0,,,7208.0
257,4501684511 00002,,2.0,Purchase Order,521.28,CAD,,521.28,CAD,2018-02-21,2018-01-18,Paints,4501684511.0,4501684511.0,PORD,2.0,2.0,,,7208.0
258,4501673347 00001,,2.0,Purchase Order,36.66,CAD,,36.66,CAD,2018-01-10,2017-12-18,Loctite,4501673347.0,4501673347.0,PORD,1.0,1.0,,,7208.0
259,4501661874 00002,,2.0,Purchase Order,49.55,CAD,,49.55,CAD,2018-01-12,2017-11-27,Paints,4501661874.0,4501661874.0,PORD,2.0,2.0,,,7208.0
261,4501645286 00001,,2.0,Purchase Order,52.1,CAD,,52.1,CAD,2017-11-16,2017-10-27,Paints/Chemicals,4501645286.0,4501645286.0,PORD,1.0,1.0,,,7208.0
262,4501645279 00002,,2.0,Purchase Order,166.22,CAD,,166.22,CAD,2017-12-07,2017-10-27,Paints/Chemicals,4501645279.0,4501645279.0,PORD,2.0,2.0,,,7208.0
263,4501641788 00002,,2.0,Purchase Order,265.06,CAD,,265.06,CAD,2017-11-28,2017-10-23,Paints/Chemicals,4501641788.0,4501641788.0,PORD,2.0,2.0,,,7208.0
264,4501640932 00002,,2.0,Purchase Order,101.8,CAD,,101.8,CAD,2017-11-28,2017-10-20,Paints/Chemicals,4501640932.0,4501640932.0,PORD,2.0,2.0,,,7208.0
265,4501640468 00002,,2.0,Purchase Order,48.35,CAD,,48.35,CAD,2017-12-07,2017-10-19,Loctite,4501640468.0,4501640468.0,PORD,2.0,2.0,,,7208.0
266,4501629799 00002,,2.0,Purchase Order,154.14,CAD,,154.14,CAD,2017-11-16,2017-09-29,Rubberized Undercoat,4501629799.0,4501629799.0,PORD,2.0,2.0,,,7208.0
267,4501625472 00001,,2.0,Purchase Order,313.26,CAD,,313.26,CAD,2017-10-27,2017-09-21,Paints/Chemicals,4501625472.0,4501625472.0,PORD,1.0,1.0,,,7208.0
268,4501618653 00001,,2.0,Purchase Order,898.2,CAD,,898.2,CAD,2017-10-10,2017-09-08,Paint & Chemical,4501618653.0,4501618653.0,PORD,1.0,1.0,,,7208.0
269,4501600908 00002,,2.0,Purchase Order,39.75,CAD,,39.75,CAD,2017-08-01,2017-07-31,Safe Tube,4501600908.0,4501600908.0,PORD,2.0,2.0,,,7208.0
270,4501600908 00001,,2.0,Purchase Order,114.5,CAD,,114.5,CAD,2017-08-01,2017-07-31,Rock N Roll Paste,4501600908.0,4501600908.0,PORD,1.0,1.0,,,7208.0
271,4501596651 00001,,2.0,Purchase Order,468.92,CAD,,468.92,CAD,2017-08-17,2017-07-20,8 Hanger Stock ( Paints & Chem ),4501596651.0,4501596651.0,PORD,1.0,1.0,,,7208.0
272,4501596363 00001,,2.0,Purchase Order,112.04,CAD,,112.04,CAD,2017-07-27,2017-07-19,spray paint cans,4501596363.0,4501596363.0,PORD,1.0,1.0,,,7208.0
273,4501595182 00001,,2.0,Purchase Order,644.88,CAD,,644.88,CAD,2017-07-27,2017-07-18,Painting Supplies,4501595182.0,4501595182.0,PORD,1.0,1.0,,,7208.0
274,4501588129 00001,,2.0,Purchase Order,171.64,CAD,,171.64,CAD,2017-07-05,2017-06-30,Rust Prevent DOM16Q,4501588129.0,4501588129.0,PORD,1.0,1.0,,,7208.0
275,4501566392 00003,,2.0,Purchase Order,285.39,CAD,,285.39,CAD,2017-06-27,2017-05-18,8 Hanger Paints & Oils,4501566392.0,4501566392.0,PORD,3.0,3.0,,,7208.0
276,4501585387 00001,,2.0,Purchase Order,313.63,CAD,,313.63,CAD,2017-08-22,2017-06-26,8 Hanger Stock (Paints),4501585387.0,4501585387.0,PORD,1.0,1.0,,,7208.0
277,4501583061 00002,,2.0,Purchase Order,289.1,CAD,,289.1,CAD,2017-07-13,2017-06-20,Paint & Chemical stock,4501583061.0,4501583061.0,PORD,2.0,2.0,,,7208.0
278,4501581896 00001,,2.0,Purchase Order,56.02,CAD,,56.02,CAD,2017-06-19,2017-06-19,Spray Paint,4501581896.0,4501581896.0,PORD,1.0,1.0,,,7208.0
279,4501574871 00002,,2.0,Purchase Order,453.87,CAD,,453.87,CAD,2017-06-12,2017-06-05,Car Cleaning Supplies,4501574871.0,4501574871.0,PORD,2.0,2.0,,,7208.0
280,4501559458 00001,,2.0,Purchase Order,533.89,CAD,,533.89,CAD,2017-06-05,2017-05-09,Paints & Oils Stock,4501559458.0,4501559458.0,PORD,1.0,1.0,,,7208.0
285,0014259099 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-14,Type 2 Hard Hats,14259099.0,14259099.0,PREQ,20.0,20.0,,,7209.0
286,0014259099 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-14,Wide Vision Headgear,14259099.0,14259099.0,PREQ,10.0,10.0,,,7209.0
287,0014255211 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-13,"Facesheild, Gloves, Glasses",14255211.0,14255211.0,PREQ,10.0,10.0,,,7209.0
288,0014241615 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-20,2018-03-02,PPE for Refueling Trans,14241615.0,14241615.0,PREQ,10.0,10.0,,,7209.0
289,0014196384 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-02-05,Rubber Protective Gloves,14196384.0,14196384.0,PREQ,10.0,10.0,,,7209.0
290,0014184452 00030,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-13,2018-01-29,"True Grip tape 4""",14184452.0,14184452.0,PREQ,30.0,30.0,,,7209.0
291,0014184452 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-13,2018-01-29,"True GripTape 6""",14184452.0,14184452.0,PREQ,20.0,20.0,,,7209.0
292,0014184452 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-13,2018-01-29,E650 Welding Helmat,14184452.0,14184452.0,PREQ,10.0,10.0,,,7209.0
293,0014182926 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-01-26,8Hanger Protective Gloves,14182926.0,14182926.0,PREQ,20.0,20.0,,,7209.0
294,0014170985 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-29,2018-01-19,Work Gloves Mpact,14170985.0,14170985.0,PREQ,10.0,10.0,,,7209.0
295,0014170643 00050,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-24,2018-01-19,Tyvel Coveralls,14170643.0,14170643.0,PREQ,50.0,50.0,,,7209.0
296,0014170643 00040,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-24,2018-01-19,Eyewear Wipes,14170643.0,14170643.0,PREQ,40.0,40.0,,,7209.0
297,0014170643 00030,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-24,2018-01-19,Resipirator Cleaning Wipes,14170643.0,14170643.0,PREQ,30.0,30.0,,,7209.0
298,0014170643 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-24,2018-01-19,Mecanix Wear Work Gloves,14170643.0,14170643.0,PREQ,20.0,20.0,,,7209.0
299,0014170643 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-24,2018-01-19,Hercules Work Gloves,14170643.0,14170643.0,PREQ,10.0,10.0,,,7209.0
300,0014137999 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-10,2017-12-18,Rubber Gloves,14137999.0,14137999.0,PREQ,20.0,20.0,,,7209.0
301,0014095361 00040,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-20,SAN497,14095361.0,14095361.0,PREQ,40.0,40.0,,,7209.0
302,0014095361 00030,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-20,SAN425,14095361.0,14095361.0,PREQ,30.0,30.0,,,7209.0
303,0014095361 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-20,SAN424,14095361.0,14095361.0,PREQ,20.0,20.0,,,7209.0
304,0014095361 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-20,Work Gloves SAN423,14095361.0,14095361.0,PREQ,10.0,10.0,,,7209.0
305,0014069102 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-22,2017-11-01,Protective Gloves,14069102.0,14069102.0,PREQ,20.0,20.0,,,7209.0
306,0014059465 00030,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-26,2017-10-26,Multizorb 20LB,14059465.0,14059465.0,PREQ,30.0,30.0,,,7209.0
307,0014059465 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-26,2017-10-26,Natural Ice Melters,14059465.0,14059465.0,PREQ,20.0,20.0,,,7209.0
308,0014059465 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-26,2017-10-26,Plastic Scoops,14059465.0,14059465.0,PREQ,10.0,10.0,,,7209.0
309,0014035201 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-24,2017-10-12,PPE,14035201.0,14035201.0,PREQ,10.0,10.0,,,7209.0
310,0014025722 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-10,2017-10-05,Bio Med Wash Bottles,14025722.0,14025722.0,PREQ,10.0,10.0,,,7209.0
311,0014013039 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-18,2017-09-27,Protective Clothing,14013039.0,14013039.0,PREQ,20.0,20.0,,,7209.0
312,0013998023 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-22,2017-09-18,Welding PPE,13998023.0,13998023.0,PREQ,10.0,10.0,,,7209.0
313,0013994284 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-12,2017-09-14,Rubber Gloves,13994284.0,13994284.0,PREQ,10.0,10.0,,,7209.0
314,0013984453 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-14,2017-09-08,Works Hand Cleaner,13984453.0,13984453.0,PREQ,10.0,10.0,,,7209.0
315,0013922867 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-17,2017-07-20,8 Hanger Stock ( Protective ),13922867.0,13922867.0,PREQ,20.0,20.0,,,7209.0
316,0013922314 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-15,2017-07-20,Ear plug Dispencers,13922314.0,13922314.0,PREQ,20.0,20.0,,,7209.0
317,0013922314 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-15,2017-07-20,Machanix Work Gloves,13922314.0,13922314.0,PREQ,10.0,10.0,,,7209.0
318,0013896258 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-22,2017-06-26,8 Hanger Stock ( Protective),13896258.0,13896258.0,PREQ,20.0,20.0,,,7209.0
319,0013854908 00020,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-01,2017-05-24,Eyewash Solution,13854908.0,13854908.0,PREQ,20.0,20.0,,,7209.0
320,0013854908 00010,,3.0,Purchase Requisition,0,CAD,,0,CAD,2017-06-01,2017-05-24,Eyewash  Stations,13854908.0,13854908.0,PREQ,10.0,10.0,,,7209.0
